,city,lat,lon,humidity,wind,clouds,country,date,temp
378,aklavik,68.22,-135.01,46,9.17,75,CA,1595634691,69.8
379,san cristobal,7.77,-72.22,51,13.87,40,VE,1595634691,86.0
380,pokrovsk,48.28,37.18,57,5.82,44,UA,1595634692,61.34
381,urumqi,43.8,87.6,34,13.42,0,CN,1595634692,78.8
382,sarkand,45.41,79.92,57,4.59,82,KZ,1595634692,67.48
383,erdenet,49.03,104.08,95,7.25,100,MN,1595634692,56.8
384,samarai,-10.62,150.67,86,14.07,33,PG,1595634692,79.48
385,mountain home,43.13,-115.69,24,11.41,1,US,1595634605,89.6
386,bejar,40.39,-5.76,28,3.0,0,ES,1595634692,82.99
387,lixourion,38.2,20.43,73,5.68,0,GR,1595634692,75.42
388,sibolga,1.74,98.78,74,3.6,70,ID,1595634693,76.78
389,itaqui,-29.13,-56.55,90,10.78,100,BR,1595634693,47.44
390,lasa,46.62,10.7,93,5.82,75,IT,1595634693,51.8
391,talara,-4.58,-81.27,89,20.42,39,PE,1595634693,63.34
392,honiara,-9.43,159.95,70,10.29,20,SB,1595634677,87.8
393,turayf,31.67,38.66,44,9.17,0,SA,1595634693,77.0
394,touros,-5.2,-35.46,83,6.93,20,BR,1595634693,75.2
395,magadan,59.57,150.8,73,6.44,62,RU,1595634693,59.14
396,falun,60.6,15.63,87,9.17,94,SE,1595634693,48.99
397,carlyle,38.61,-89.37,64,3.0,33,US,1595634694,87.01
398,kyren,51.68,102.14,75,1.1,100,RU,1595634694,61.9
399,pozo colorado,-23.49,-58.8,73,13.42,100,PY,1595634694,52.84
400,pimentel,-6.84,-79.93,82,25.28,75,PE,1595634694,62.6
401,butaritari,3.07,172.79,79,16.49,20,KI,1595634695,82.44
402,arshan,46.27,44.22,26,8.95,95,RU,1595634695,69.8
403,souillac,-20.52,57.52,52,17.22,75,MU,1595634695,68.0
404,exu,-7.51,-39.72,67,7.94,99,BR,1595634695,69.55
405,port hueneme,34.15,-119.2,64,10.29,1,US,1595634695,73.99
406,miles city,46.41,-105.84,21,6.93,1,US,1595634495,91.4
407,abu samrah,35.3,37.18,62,11.65,0,SY,1595634695,71.64
408,kokstad,-30.55,29.42,53,4.52,0,ZA,1595634695,44.11
409,huai thalaeng,15.0,102.65,100,2.24,20,TH,1595634695,82.99
410,lazaro cardenas,17.96,-102.2,70,6.87,56,MX,1595634696,84.63
411,antanifotsy,-19.65,47.32,80,11.52,94,MG,1595634696,46.24
412,salur,18.53,83.22,84,1.88,99,IN,1595634696,77.99
413,kekri,25.97,75.15,82,3.04,30,IN,1595634696,78.64
414,kollam,8.88,76.6,88,1.12,40,IN,1595634696,78.8
415,jenbach,47.4,11.74,87,2.24,75,AT,1595634696,59.0
416,mutis,6.23,-77.4,82,4.05,93,CO,1595634696,78.17
417,codrington,-38.27,141.97,77,3.13,48,AU,1595634696,48.09
418,chenzhou,25.8,113.03,71,3.44,99,CN,1595634697,85.01
419,nishihara,26.18,127.76,89,10.29,75,JP,1595634697,84.2
420,la cumbre,-30.98,-64.49,49,1.01,0,AR,1595634697,39.0
421,vostok,46.49,135.88,82,1.12,59,RU,1595634697,66.83
422,calvinia,-31.47,19.78,39,8.41,0,ZA,1595634697,54.28
423,ankang,32.68,109.02,89,5.99,68,CN,1595634697,63.0
424,nambucca heads,-30.65,153.0,87,8.05,90,AU,1595634697,60.01
425,roura,4.73,-52.33,83,4.7,98,GF,1595634697,80.6
426,pangkalanbuun,-2.68,111.62,91,2.17,49,ID,1595634523,75.49
427,port keats,-14.25,129.55,44,12.8,0,AU,1595634698,75.56
428,cururupu,-1.83,-44.87,88,3.31,95,BR,1595634698,75.2
429,bull savanna,17.89,-77.59,81,10.98,83,JM,1595634698,78.66
430,port lincoln,-34.73,135.87,81,2.15,0,AU,1595634698,54.43
431,boulder,40.08,-105.35,78,3.36,90,US,1595634412,73.4
432,luderitz,-26.65,15.16,22,8.05,0,NA,1595634698,69.8
433,xai-xai,-25.05,33.64,85,4.12,21,MZ,1595634699,61.75
434,anadyr,64.75,177.48,67,15.66,57,RU,1595634608,60.8
435,lamar,33.67,-95.58,55,11.41,1,US,1595634699,91.99
436,marzuq,14.4,46.47,60,5.95,49,YE,1595634699,78.57
437,mosquera,4.71,-74.23,82,5.82,75,CO,1595634699,57.2
438,saint-ambroise,48.55,-71.33,42,4.7,40,CA,1595634699,82.4
439,chase,50.82,-119.69,60,2.28,67,CA,1595634504,69.01
440,dir,35.21,71.88,61,3.02,29,PK,1595634699,69.17
441,klaksvik,62.23,-6.59,100,10.29,100,FO,1595634700,50.0
442,akdepe,42.06,59.38,44,6.93,50,TM,1595634700,80.6
443,torbay,47.67,-52.73,100,10.29,90,CA,1595634700,55.99
444,turan,16.07,108.22,83,3.36,20,VN,1595634700,80.6
445,garcia,25.82,-100.58,39,9.17,75,MX,1595634700,95.0
446,aguimes,27.91,-15.45,78,31.09,20,ES,1595634700,71.6
447,iskateley,67.68,53.15,70,9.73,0,RU,1595634700,57.92
448,koppang,61.57,11.06,82,1.99,61,NO,1595634701,42.01
449,dvinskoy,62.15,45.12,97,1.63,100,RU,1595634701,52.66
450,lavrentiya,65.58,-171.0,68,4.32,94,RU,1595634701,49.66
451,rupert,42.62,-113.68,28,11.41,1,US,1595634701,84.2
452,craig,40.52,-107.55,34,5.82,20,US,1595634701,78.8
453,kharovsk,59.96,40.19,95,2.51,13,RU,1595634701,47.59
454,taiping,4.85,100.73,94,5.82,20,MY,1595634599,75.2
455,grindavik,63.84,-22.43,70,21.92,20,IS,1595634701,44.6
456,naze,28.37,129.48,88,2.24,75,JP,1595634701,84.2
457,grong,64.47,12.31,91,1.97,99,NO,1595634702,50.86
458,alvaraes,-3.22,-64.8,88,3.36,40,BR,1595634702,77.0
459,san ignacio,17.16,-89.07,74,6.93,75,BZ,1595634702,86.0
460,morondava,-20.28,44.28,55,13.67,0,MG,1595634702,68.61
461,jilin,43.0,126.0,61,8.88,11,CN,1595634702,75.25
462,eyl,7.98,49.82,62,21.41,78,SO,1595634702,77.79
463,balkanabat,39.51,54.37,32,7.11,17,TM,1595634702,88.23
464,kimbe,-5.55,150.14,61,7.92,46,PG,1595634702,87.19
465,jabinyanah,35.03,10.91,65,2.24,0,TN,1595634703,80.6
466,inirida,3.87,-67.92,93,2.28,31,CO,1595634703,73.49
467,vanavara,60.34,102.28,87,7.14,17,RU,1595634703,53.33
468,taltal,-25.4,-70.48,59,2.91,0,CL,1595634703,53.46
469,zverinogolovskoye,54.46,64.85,82,8.9,17,RU,1595634703,54.16
470,cabedelo,-6.98,-34.83,88,6.93,47,BR,1595634703,73.4
471,kenitra,34.26,-6.58,88,4.7,0,MA,1595634462,69.8
472,matadi,-5.82,13.45,80,3.83,38,CD,1595634703,70.74
473,rio gallegos,-51.62,-69.22,91,8.05,75,AR,1595634704,35.6
474,yambio,4.57,28.4,96,1.23,94,SS,1595634704,65.8
475,muros,42.78,-9.06,80,5.01,1,ES,1595634704,64.99
476,dourados,-22.22,-54.81,46,4.83,0,BR,1595634704,72.81
477,bam,29.11,58.36,15,9.51,0,IR,1595634704,82.26
478,road town,18.42,-64.62,83,11.41,40,VG,1595634703,84.2
479,chabahar,25.29,60.64,75,4.56,54,IR,1595634704,84.78
480,nicolas bravo,18.45,-88.92,70,13.87,40,MX,1595634704,87.8
481,havelock,34.88,-76.9,81,5.59,100,US,1595634704,82.99
482,kutoarjo,-7.72,109.91,81,3.04,100,ID,1595634705,72.88
483,denpasar,-8.65,115.22,78,9.17,40,ID,1595634650,77.0
484,santa cruz de tenerife,28.47,-16.25,93,17.22,40,ES,1595634705,68.0
485,port augusta,-32.5,137.77,100,2.24,6,AU,1595634705,51.01
486,inhambane,-23.86,35.38,77,11.34,24,MZ,1595634705,65.44
487,bud,39.45,-86.18,57,4.5,40,US,1595634705,82.0
488,kununurra,-15.77,128.73,20,5.82,0,AU,1595634705,71.6
489,montrose,38.42,-108.27,46,7.94,90,US,1595634482,73.4
490,santa fe,-31.63,-60.7,66,1.99,15,AR,1595634489,50.0
491,bulgan,48.81,103.53,92,7.29,100,MN,1595634706,58.05
492,adrar,20.5,-10.07,23,11.77,6,MR,1595634706,94.73
493,opuwo,-18.06,13.84,40,8.43,0,NA,1595634706,54.05
494,mahibadhoo,3.78,72.97,76,11.95,76,MV,1595634706,82.49
495,kankon,15.02,74.02,90,7.49,100,IN,1595634706,76.03
496,nipawin,53.37,-104.0,47,12.75,1,CA,1595634706,80.6
497,ocosingo,17.07,-92.25,94,0.72,67,MX,1595634706,71.73
498,severnoye,56.35,78.36,92,3.85,38,RU,1595634707,52.61
499,aberdeen,57.14,-2.1,87,14.99,90,GB,1595634707,57.2
500,omboue,-1.57,9.26,83,6.96,66,GA,1595634707,72.9
501,kyzyl-suu,42.34,78.0,57,3.67,78,KG,1595634707,59.79
502,saint anthony,45.02,-93.22,59,16.11,40,US,1595634553,90.0
503,basoko,1.24,23.62,91,2.37,85,CD,1595634707,71.56
504,robe,-37.18,139.75,76,8.55,86,AU,1595634707,49.05
505,bac lieu,9.29,105.72,82,5.77,89,VN,1595634707,79.77
506,ati,13.22,18.34,59,11.3,93,TD,1595634707,84.25
507,brenham,30.17,-96.4,59,14.99,1,US,1595634708,91.4
508,horta,38.53,-28.63,74,7.49,0,PT,1595634489,69.6
509,manta,-0.95,-80.73,88,6.93,75,EC,1595634708,73.4
510,praia,14.92,-23.51,74,11.41,75,CV,1595634708,80.6
511,kulhudhuffushi,6.62,73.07,77,17.83,97,MV,1595634708,82.11
512,pangai,-19.8,-174.35,83,16.11,40,TO,1595634708,78.8
513,aden,12.78,45.04,78,11.79,6,YE,1595634688,85.46
514,kayes,14.0,-11.0,71,4.29,77,ML,1595634708,83.3
515,baruun-urt,46.68,113.28,75,4.09,54,MN,1595634709,69.22
516,port-cartier,50.03,-66.87,50,11.41,75,CA,1595634709,75.2
517,angatuba,-23.49,-48.41,53,2.89,0,BR,1595634709,63.52
518,diamantino,-14.41,-56.45,35,4.07,69,BR,1595634709,77.59
519,lichinga,-13.31,35.24,94,5.55,47,MZ,1595634709,49.57
520,sokol,59.46,40.12,94,2.8,0,RU,1595634709,47.37
521,cartagena,10.4,-75.51,83,9.17,75,CO,1595634709,84.2
522,orsha,54.52,30.41,79,8.12,83,BY,1595634709,52.83
523,caluquembe,-13.78,14.68,64,2.08,0,AO,1595634710,48.97
524,ust-ilimsk,58.0,102.66,63,5.66,0,RU,1595634710,56.66
525,buzmeyin,38.05,58.21,39,4.7,75,TM,1595634710,84.2
526,listvyagi,53.68,86.95,68,2.59,100,RU,1595634710,62.89
527,christchurch,-43.53,172.63,57,2.24,3,NZ,1595634607,50.0
528,gijon,43.54,-5.66,93,2.24,40,ES,1595634710,63.0
529,henties bay,-22.12,14.28,19,1.99,0,NA,1595634710,66.0
530,brigantine,39.41,-74.36,88,4.7,75,US,1595634475,77.0
531,yanam,16.73,82.22,87,1.63,100,IN,1595634457,78.21
532,saint-francois,46.42,3.91,72,3.36,0,FR,1595634711,59.0
533,aktau,43.65,51.2,68,6.71,66,KZ,1595634711,71.6
534,dakar,14.69,-17.44,88,4.7,20,SN,1595634511,82.4
535,quatre cocos,-20.21,57.76,52,17.22,75,MU,1595634711,68.0
536,cabo san lucas,22.89,-109.91,61,13.87,5,MX,1595634711,93.0
537,melfort,52.87,-104.62,47,12.75,1,CA,1595634711,80.6
538,grand gaube,-20.01,57.66,63,7.0,25,MU,1595634711,66.99
539,feldkirchen-westerham,47.91,11.84,89,3.0,92,DE,1595634711,59.0
540,roma,43.21,-75.46,54,5.82,1,US,1595634712,82.4
541,iberia,29.95,-91.75,94,12.75,90,US,1595634712,82.0
542,mastung,29.8,66.84,66,2.15,0,PK,1595634712,70.52
543,tete,-16.16,33.59,68,5.7,81,MZ,1595634712,65.41
544,cheremukhovo,60.35,59.99,82,4.72,59,RU,1595634712,48.69
545,fenyi,27.81,114.67,83,2.28,100,CN,1595634712,82.18
546,sisimiut,66.94,-53.67,83,4.9,95,GL,1595634712,48.79
547,nuuk,64.18,-51.72,76,3.36,97,GL,1595634713,53.6
548,bagdarin,54.43,113.6,74,1.9,18,RU,1595634713,67.64
549,maibong,25.3,93.17,87,2.51,100,IN,1595634713,73.92
550,carauari,-4.88,-66.9,77,1.92,62,BR,1595634713,78.06
551,poya,-21.35,165.15,67,7.4,39,NC,1595634713,77.56
552,aitape,-3.14,142.35,62,2.68,71,PG,1595634713,85.42
553,hirado,33.36,129.55,88,4.7,75,JP,1595634713,73.4
554,salym,60.06,71.48,67,4.68,72,RU,1595634713,54.52
555,auki,-8.77,160.7,68,7.18,46,SB,1595634714,85.6
556,fort nelson,58.81,-122.7,53,6.93,75,CA,1595634714,71.6
557,yeppoon,-23.13,150.73,77,4.7,90,AU,1595634714,64.4
558,bernalillo,35.05,-106.67,77,10.29,75,US,1595634714,75.0
559,launceston,-41.45,147.17,81,6.93,100,AU,1595634659,46.0
560,emba,48.83,58.14,62,3.74,31,KZ,1595634714,67.24
561,nouadhibou,20.93,-17.03,83,9.17,0,MR,1595634714,71.6
562,harbour breton,47.48,-55.8,95,7.23,50,CA,1595634714,59.81
563,taksimo,56.34,114.88,69,1.99,14,RU,1595634715,68.02
564,bowen,-20.02,148.23,88,5.82,13,AU,1595634715,73.0
565,abu kamal,34.45,40.92,32,8.84,0,SY,1595634715,82.44
566,lewiston,44.1,-70.21,57,3.36,1,US,1595634715,80.6
567,la palma,33.85,-118.05,50,11.41,1,US,1595634715,81.0
568,faya,18.39,42.45,77,8.01,100,SA,1595634715,66.2
569,clyde river,70.47,-68.59,93,3.89,90,CA,1595634715,44.6
570,dig,27.47,77.33,61,4.97,48,IN,1595634715,86.74
571,dzaoudzi,-12.79,45.27,69,27.51,19,YT,1595634715,75.2
572,bandrele,-12.91,45.19,69,27.51,29,YT,1595634716,75.2
573,arica,-18.48,-70.3,77,11.41,3,CL,1595634716,59.0
574,inverell,-29.78,151.12,67,4.0,99,AU,1595634716,61.0
575,byron bay,-28.65,153.62,93,9.17,75,AU,1595634716,60.8
576,aksu,41.12,80.26,34,1.34,3,CN,1595634716,75.45
577,muslyumovo,55.3,53.19,94,7.47,33,RU,1595634716,55.89
578,bayonet point,28.33,-82.68,80,8.9,72,US,1595634716,84.0
579,logan lake,50.5,-120.8,40,5.82,75,CA,1595634716,71.6
580,buta,2.79,24.73,97,0.76,90,CD,1595634716,69.62
