,city,lat,lon,humidity,wind,clouds,country,date,temp
386,upernavik,72.79,-56.15,79,2.24,58,GL,1595627557,46.65
387,kamojima,34.07,134.35,88,17.22,90,JP,1595627877,77.0
388,jizan,17.33,42.67,79,12.75,40,SA,1595627877,89.6
389,tawang,27.58,91.87,72,3.76,79,IN,1595627877,54.14
390,wenling,28.37,121.36,91,3.11,100,CN,1595627877,78.01
391,hargeysa,9.56,44.06,61,24.05,5,SO,1595627877,69.64
392,bonfim,3.08,-59.95,77,4.32,99,BR,1595627878,81.43
393,brigham city,41.51,-112.02,14,9.17,1,US,1595627802,88.0
394,spring valley,36.11,-115.25,10,9.17,40,US,1595627878,102.0
395,bingol,38.88,40.49,28,4.09,3,TR,1595627878,74.17
396,chino valley,34.76,-112.45,77,16.11,90,US,1595627878,82.99
397,avera,33.19,-82.53,44,4.7,1,US,1595627609,93.2
398,kondopoga,62.21,34.26,87,4.47,0,RU,1595627878,50.0
399,khakurinokhabl,45.02,40.23,41,11.01,53,RU,1595627879,71.02
400,jenks,36.02,-95.97,48,1.01,21,US,1595627879,95.0
401,beringovskiy,63.05,179.32,66,7.07,84,RU,1595627560,54.41
402,kjopsvik,68.1,16.37,87,2.24,100,NO,1595627879,55.99
403,revelstoke,50.98,-118.2,82,3.36,75,CA,1595627840,59.0
404,barberton,-25.79,31.05,93,1.81,10,ZA,1595627653,53.6
405,sabha,27.04,14.43,21,9.24,0,LY,1595627880,81.54
406,gondanglegi,-7.75,112.01,78,14.7,99,ID,1595627608,70.77
407,bima,-8.47,118.72,88,4.29,12,ID,1595627880,68.09
408,ayagoz,47.97,80.44,82,10.18,75,KZ,1595627880,63.79
409,alenquer,-1.94,-54.74,66,6.93,20,BR,1595627881,87.8
410,shama,33.61,104.29,79,2.46,100,CN,1595627881,64.65
411,suntar,62.14,117.63,85,3.53,41,RU,1595627881,64.54
412,pervomayskiy,53.25,40.29,89,3.8,27,RU,1595627881,53.44
413,saldanha,-33.01,17.94,61,2.24,0,ZA,1595627596,50.0
414,bilibino,68.05,166.44,55,6.4,5,RU,1595627645,75.9
415,george,-33.96,22.46,23,4.7,0,ZA,1595627881,64.4
416,meulaboh,4.14,96.13,89,4.07,91,ID,1595627546,75.78
417,griffith,41.53,-87.42,54,3.36,1,US,1595627882,84.0
418,bedesa,8.9,40.78,85,4.88,63,ET,1595627882,63.39
419,hoa binh,20.81,105.34,83,5.82,35,VN,1595627882,82.4
420,lompoc,34.64,-120.46,64,13.87,10,US,1595627463,70.0
421,westport,41.14,-73.36,65,6.93,1,US,1595627563,80.01
422,bahia blanca,-38.72,-62.27,69,9.44,25,AR,1595627768,40.03
423,omboue,-1.57,9.26,80,8.48,66,GA,1595627294,73.8
424,puerto del rosario,28.5,-13.86,69,12.75,20,ES,1595627883,75.2
425,wisconsin rapids,44.38,-89.82,54,6.93,1,US,1595627883,84.0
426,jieshi,22.81,115.83,84,10.09,100,CN,1595627883,83.71
427,salinopolis,-0.61,-47.36,81,12.64,85,BR,1595627567,80.31
428,oranjestad,12.52,-70.03,66,24.16,20,AW,1595627540,87.8
429,braganca,-1.05,-46.77,85,3.58,96,BR,1595627883,76.6
430,esil,51.96,66.4,91,14.61,97,KZ,1595627884,62.15
431,acapulco,16.86,-99.89,66,8.05,40,MX,1595627413,87.8
432,ormara,25.21,64.64,82,14.99,75,PK,1595627884,83.98
433,tabuk,17.42,121.44,87,2.46,51,PH,1595627884,73.98
434,almeirim,-1.52,-52.58,73,2.8,43,BR,1595627884,80.28
435,bonthe,7.53,-12.51,84,11.25,99,SL,1595627597,76.23
436,makakilo city,21.35,-158.09,51,6.93,75,US,1595627580,87.8
437,pangnirtung,66.15,-65.71,81,5.82,90,CA,1595627610,50.0
438,hosakote,14.28,77.17,92,7.45,100,IN,1595627885,71.06
439,hobyo,5.35,48.53,75,26.49,78,SO,1595627602,77.22
440,mamakan,57.82,114.0,75,3.42,41,RU,1595627885,64.42
441,kragero,58.87,9.41,93,4.7,0,NO,1595627885,55.4
442,bolobo,-2.17,16.23,48,0.11,32,CD,1595627885,78.3
443,petropavl,54.88,69.16,70,7.31,100,KZ,1595627886,54.34
444,luena,-11.78,19.92,45,3.49,0,AO,1595627886,51.39
445,nalut,30.33,10.85,19,11.77,0,LY,1595627886,79.14
446,eureka,40.8,-124.16,58,1.01,26,US,1595627765,68.0
447,manggar,-2.88,108.27,81,11.65,65,ID,1595627886,79.65
448,victor harbor,-35.57,138.62,92,5.44,10,AU,1595627887,41.0
449,san gabriel,34.1,-118.11,42,10.29,1,US,1595627887,86.0
450,north platte,41.12,-100.77,41,20.8,20,US,1595627887,96.8
451,katsina,12.99,7.6,66,7.87,42,NG,1595627887,81.14
452,san cristobal,7.77,-72.22,46,16.11,40,VE,1595627888,89.6
453,ust-nera,64.57,143.2,31,2.75,1,RU,1595627888,81.82
454,bonavista,48.65,-53.11,97,6.24,100,CA,1595627531,56.8
455,sobradinho,-12.83,-39.1,91,4.0,18,BR,1595627888,65.91
456,ugra,54.78,34.33,94,3.24,1,RU,1595627888,49.03
457,mullheim,47.81,7.63,66,3.0,1,DE,1595627889,64.99
458,tomatlan,19.93,-105.25,67,10.4,87,MX,1595627889,85.14
459,klaksvik,62.23,-6.59,100,8.05,100,FO,1595627637,50.0
460,assiniboia,49.63,-105.98,28,14.34,0,CA,1595627889,85.44
461,pueblo,38.25,-104.61,19,3.36,1,US,1595627889,96.8
462,shu,43.6,73.76,78,6.67,24,KZ,1595627890,66.6
463,dalvik,65.97,-18.53,65,8.05,75,IS,1595627890,46.4
464,tilichiki,60.47,166.1,55,4.36,0,RU,1595627533,62.62
465,hofn,64.25,-15.21,59,8.68,58,IS,1595627890,51.26
466,port-cartier,50.03,-66.87,47,12.75,75,CA,1595627890,77.0
467,fort nelson,58.81,-122.7,53,9.17,75,CA,1595627890,71.6
468,neiafu,-18.65,-173.98,78,9.17,40,TO,1595627890,78.8
469,brainerd,46.36,-94.2,55,17.22,1,US,1595627891,91.4
470,montbrison,45.67,4.08,56,4.54,9,FR,1595627891,69.8
471,sao filipe,14.9,-24.5,80,3.96,31,CV,1595627891,77.05
472,puerto colombia,10.99,-74.95,79,6.93,75,CO,1595627891,84.2
473,wuwei,37.93,102.64,78,4.9,88,CN,1595627891,66.0
474,vasto,42.12,14.71,78,1.12,26,IT,1595627892,71.6
475,les cayes,18.2,-73.75,71,12.73,75,HT,1595627892,83.25
476,agua verde,22.9,-106.05,59,11.41,20,MX,1595627892,89.6
477,khorramshahr,30.44,48.17,75,9.17,0,IR,1595627892,93.2
478,chiman,32.55,73.81,74,4.7,0,PK,1595627893,86.0
479,provideniya,64.38,-173.3,65,6.06,100,RU,1595627531,50.36
480,samarai,-10.62,150.67,86,13.04,31,PG,1595627634,79.47
481,san patricio,19.22,-104.7,74,11.41,75,MX,1595627528,86.0
482,akhmim,26.56,31.75,35,2.24,0,EG,1595627893,87.8
483,bathsheba,13.22,-59.52,74,19.46,40,BB,1595627591,84.2
484,macultepec,18.17,-92.83,59,6.93,40,MX,1595627894,91.4
485,roma,43.21,-75.46,48,6.93,1,US,1595627894,84.99
486,mandalgovi,45.76,106.27,74,2.51,100,MN,1595627618,63.99
487,anadyr,64.75,177.48,48,13.42,54,RU,1595627565,64.4
488,huancavelica,-12.77,-74.98,42,11.97,36,PE,1595627894,48.92
489,bugiri,0.57,33.74,84,3.04,40,UG,1595627894,64.31
490,ranfurly,-45.13,170.1,76,4.7,80,NZ,1595627895,37.33
491,maputo,-25.97,32.59,93,3.36,40,MZ,1595627895,60.8
492,nome,64.5,-165.41,76,4.7,90,US,1595627583,57.0
493,vakhrushev,48.98,142.97,86,5.35,98,RU,1595627895,53.28
494,progreso,21.28,-89.67,59,4.7,75,MX,1595627896,95.0
495,kieta,-6.22,155.63,78,6.85,100,PG,1595627896,82.17
496,dakar,14.69,-17.44,88,4.7,20,SN,1595627742,82.4
497,krasnogvardeyskoye,45.85,41.52,40,9.86,80,RU,1595627896,70.09
498,ostersund,63.18,14.64,100,14.99,90,SE,1595627896,46.4
499,ust-kut,56.79,105.77,88,1.23,23,RU,1595627896,51.87
500,gornyy,55.12,83.91,78,4.72,100,RU,1595627897,54.28
501,margate,51.38,1.39,80,5.01,84,GB,1595627558,66.0
502,crixas,-14.55,-49.97,33,6.35,2,BR,1595627897,78.37
503,martapura,-3.42,114.85,94,1.12,94,ID,1595627897,71.6
504,sisimiut,66.94,-53.67,83,4.7,92,GL,1595627897,48.74
505,valparaiso,-33.04,-71.63,54,5.82,0,CL,1595627435,60.8
506,sobolevo,54.43,31.9,84,6.46,49,RU,1595627576,51.3
507,kampong thum,12.71,104.89,96,4.63,100,KH,1595627716,73.69
508,cap malheureux,-19.98,57.61,50,7.0,26,MU,1595627647,68.0
509,braintree,51.88,0.55,78,6.76,100,GB,1595627898,66.0
510,puerto ayacucho,5.66,-67.62,69,1.79,40,VE,1595627898,82.4
511,tres arroyos,-38.37,-60.28,76,10.07,99,AR,1595627898,37.85
512,kirakira,-10.45,161.92,78,13.58,29,SB,1595627898,82.85
513,chamba,32.57,76.13,66,0.87,57,IN,1595627898,73.04
514,longhua,23.61,114.19,82,1.74,100,CN,1595627899,79.41
515,nara,34.69,135.8,94,6.93,75,JP,1595627899,75.2
516,phan thiet,10.93,108.1,86,3.6,47,VN,1595627899,75.33
517,sunyani,7.34,-2.33,98,5.12,98,GH,1595627899,70.52
518,southbridge,42.08,-72.03,74,1.25,99,US,1595627899,82.0
519,morehead,37.27,-87.18,70,3.31,40,US,1595627899,87.8
520,texarkana,33.43,-94.05,55,6.93,20,US,1595627899,91.4
521,linda,39.13,-121.55,33,5.82,1,US,1595627900,95.0
522,college,64.86,-147.8,55,3.36,90,US,1595627900,64.4
523,khandyga,62.67,135.6,52,2.82,0,RU,1595627656,73.04
524,port augusta,-32.5,137.77,100,5.82,9,AU,1595627603,41.0
525,susehri,40.16,38.09,78,3.47,2,TR,1595627900,59.99
526,jining,35.41,116.58,90,1.25,63,CN,1595627900,70.95
527,talaya,61.38,152.75,44,2.35,70,RU,1595627900,70.68
528,majene,-3.54,118.97,87,10.63,66,ID,1595627603,74.84
529,frolovo,49.77,43.66,63,6.02,1,RU,1595627901,60.89
530,naantali,60.47,22.02,93,4.7,45,FI,1595627901,51.8
531,tricase,39.93,18.36,69,4.99,5,IT,1595627901,80.01
532,pakxan,18.38,103.66,86,2.44,0,LA,1595627901,76.71
533,caraquet,47.79,-64.94,28,10.29,1,CA,1595627830,86.0
534,christchurch,-43.53,172.63,100,3.36,0,NZ,1595627677,51.01
535,petropavlovsk-kamchatskiy,53.05,158.65,93,2.24,90,RU,1595627559,53.6
536,half moon bay,37.46,-122.43,87,6.93,75,US,1595627635,78.01
537,san remigio,11.08,123.94,80,4.45,100,PH,1595627902,80.42
538,doha,25.29,51.53,67,8.05,29,QA,1595627875,93.2
539,remanso,-9.62,-42.08,56,8.41,34,BR,1595627902,76.42
540,bud,39.45,-86.18,54,4.45,75,US,1595627902,84.0
541,san pedro,14.35,121.02,88,2.57,92,PH,1595627903,80.01
542,ahipara,-35.17,173.17,63,9.42,29,NZ,1595627581,54.99
543,berlevag,70.86,29.09,93,13.87,21,NO,1595627570,60.8
544,mayumba,-3.43,10.66,84,5.55,30,GA,1595627631,71.89
545,erenhot,43.65,111.98,49,19.89,100,CN,1595627624,77.54
546,kitale,1.02,35.01,94,0.43,66,KE,1595627903,54.93
547,oga,46.46,10.35,93,1.12,75,IT,1595627903,57.99
548,zyryanka,65.75,150.85,37,7.96,61,RU,1595627904,78.96
549,belyy yar,53.6,91.39,87,6.71,97,RU,1595627904,55.4
550,dawson creek,55.77,-120.24,55,16.11,75,CA,1595627904,60.8
551,concepcion,-36.83,-73.05,71,6.93,90,CL,1595627904,51.8
552,chicama,-7.84,-79.15,72,10.47,39,PE,1595627904,66.79
553,bandarbeyla,9.49,50.81,81,28.97,3,SO,1595627904,75.49
554,aksarka,66.56,67.8,90,7.14,2,RU,1595627905,49.53
555,rio cuarto,-33.13,-64.35,20,14.99,0,AR,1595627905,55.4
556,san benito,16.91,-89.91,50,2.89,97,GT,1595627905,92.34
557,plettenberg bay,-34.05,23.37,26,8.3,0,ZA,1595627905,66.56
